State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s)
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Schwartz, Heather E.",Locked Up for Freedom: Civil Rights Protesters at the Leesburg Stockade,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Seeger, Pete",The Deaf Musicians,"Jacobs, Paul DuBois","Christie, R. Gregory",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Seuss, Dr.",Ven a Mi Casa,,"Kath, Katie","Lázaro, Georgina"
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sherman, Jill",25 Women Who Fought Back,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sherman, Jill",25 Women Who Thought of It First,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Shetterly, Margot Lee",Hidden Figures: The True Story of Four Black Women and the Space Race,"Conkling, Winifred","Freeman, Laura",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sidney II, Ronnie",Nelson Beats The Odds,,"Van Wagoner, Traci",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sidney II, Ronnie",Tameka's New Dress,,"Van Wagoner, Traci",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Silverman, Erica",Jack (Not Jackie),,"Hatam, Holly",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Singleton, Glenn E.",Courageous Conversations About Race: A Field Guide for Achieving Equity in Schools and Beyond,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Slade, Suzanne",Exquisite: The Poetry and Life of Gwendolyn Brooks,,"Cabrera, Cozbi A.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sleeter, Christine E.","Transformative Ethnic Studies in Schools: Curriculum, Pedagogy, and Research","Zavala, Miguel",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Solomon, Akiba",How We Fight White Supremacy,"Rankin, Kenrya",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sorell, Traci",We Are Grateful: Otsaliheliga,,"Lessac, Frane",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Soto, Gary",Too Many Tamales,,"Martinez, Ed",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sotomayor, Sonia","¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú",,"López, Rafael","Mlawer, Teresa"
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Stanborough, Rebecca J.",25 Women Who Ruled,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Steele, Claude M.",Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Steptoe, Javaka",Radiant Child: The Story of Young Artist Jean-Michel Basquiat,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Stevenson, Howard C.",Promoting Racial Literacy in Schools: Differences That Make a Difference,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Stine, Megan",Who Is Michelle Obama? (Who was...? Series),,"O'Brien, John",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Stine, Megan",Who Is Sonia Sotomayor? (Who was...? Series),,"Putra, Dede",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Stine, Megan",Who Was Marie Curie? (Who was...? Series),,"Hammond, Ted",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Stovall, David Omotoso","Born Out of Struggle: Critical Race Theory, School Creation, and the Politics of Interruption",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Sullivan, Rosana",Mommy Sayang: Pixar Animation Studios Artist Showcase,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Swain-Bates, Crystal","Big Hair, Don't Care",,"Bair, Megan",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Taifa, Nkechi","Shining Legacy: A Treasury of ""Storypoems and Tales for the Young So Black Heroes Forever Will Be Sung""",,"Middleton, Archie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Takei, George",They Called Us Enemy,"Eisinger, Justin; Scott, Steven","Becker, Harmony",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tan, Susan",Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),,"Wulfekotte, Dana",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tan, Susan",Cilla Lee-Jenkins: The Epic Story (Cilla Lee-Jenkins Series),,"Wulfekotte, Dana",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tan, Susan",Cilla Lee-Jenkins: This Book Is a Classic (Cilla Lee-Jenkins Series),,"Wulfekotte, Dana",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tarpley, Natasha Anastasia",I Love My Hair,,"Lewis, E.B.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tatum, Beverly Daniel",Can We Talk about Race?: And Other Conversations in an Era of School Resegregation,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tatum, Beverly Daniel",Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Thom, Kai Cheng",From the Stars in the Sky to the Fish in the Sea,,"Ching, Kai Yun; Li, Wai-Yant",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Thomas, Angie",On the Come Up,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Thomas, Angie",The Hate U Give,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Thompkins-Bigelow, Jamilah",Your Name Is a Song,,"Uribe, Luisa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Thompson, Gare",Who Was Eleanor Roosevelt? (Who was...? Series),,"Harrison, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Thomson, Melissa",Keena Ford and the Second Grade Mix Up (Keena Ford Series),,"Morrison, Frank",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family's Fight for Desegregation,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tuck, Pamela M.",As Fast as Words Could Fly,,"Velásquez, Eric",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Tyler, Michael",The Skin You Live In,,"Csicsko, David Lee",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Valenzuela, Angela",Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Van Ness, Jonathan",Peanut Goes for the Gold,,"Reid, Gillian",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Venezia, Mike",Faith Ringgold (Getting to Know the World's Greatest Artists),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Verde, Susan",I Am Human: A Book of Empathy (I Am... Series),,"Reynolds, Peter H.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Wade, Mary Dodson",Condoleezza Rice: Being the Best (Gateway Biographies),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Walker, Abena",Beyond Theory: A Blueprint to Implement African-Centered Education,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Walker, Abena",Our Favorite African Adrinkra Symbols: A Coloring Book,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Wallmark, Laurie",Ada Byron Lovelace and the Thinking Machine,,"Chu, April",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Wallmark, Laurie",Grace Hopper: Queen of Computer Code,,"Wu, Katy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Watson, Renée",Harlem's Little Blackbird: The Story of Florence Mills,,"Robinson, Christian",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Weatherford, Carole Boston",Before John Was a Jazz Giant: A Song of John Coltrane,,"Qualls, Sean",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Weatherford, Carole Boston",Freedom in Congo Square,,"Christie, R. Gregory",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Weatherford, Carole Boston",Gordon Parks: How the Photographer Captured Black and White America,,"Christoph, Jamey",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"West, Catherine Adel",Saving Ruby King,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Whittemore, Jo","Lights, Music, Code! (Girls Who Code Series)",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Willems, Mo",Because,,"Ren, Amber",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Wilson, Jamia",Young Gifted and Black: Meet 52 Black Heroes from Past and Present,,"Pippins, Andrea",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Winter, Jonah",Sonia Sotomayor: A Judge Grows in the Bronx/La juez que creció en el Bronx,,"Rodriquez, Edel",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Woodson, Jacqueline",Before the Ever After,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Woodson, Jacqueline",Brown Girl Dreaming,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Woodson, Jacqueline",Each Kindness,,"Lewis, E.B.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Woodson, Jacqueline",El Día En Que Descubres Quién Eres,,"López, Rafael","Mlawer, Teresa"
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Woodson, Jacqueline",The Day You Begin,,"López, Rafael",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Woodson, Jacqueline",The Other Side,,"Lewis, E.B.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Worthington, Michelle",Noah Chases the Wind,,"Cowman, Joseph",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Wyeth, Sharon Dennis",Always my Dad,,"Coln, Raul",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Yang, Kelly",Front Desk (Front Desk Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Yang, Kelly",Parachutes,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Yolen, Jane",Encounter,,"Shannon, David",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Yousafzai, Malala",Malala: My Story of Standing Up for Girls' Rights,"McCormick, Patricia; Robbins, Sarah J.","Stone, Joanie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Yousafzai, Malala",Malala's Magic Pencil,,Kerascoët,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Zeldis McDonough, Yona",Who Was Sojourner Truth? (Who was...? Series),,"Eldridge, Jim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Ziemke, Kristin",Read the World: Rethinking Literacy for Empathy and Action in a Digital Age,"Muhtaris, Katie",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Zunon, Elizabeth","Grandpa Cacao: A Tale of Chocolate, from Farm to Family",,,
Pennsylvania,Downington Area School District,Administrator,October 2021,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl,,,
Pennsylvania,Downington Area School District,Administrator,October 2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,,
Pennsylvania,Downington Area School District,Administrator,October 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Pennsylvania,East Stroudsburg Area School District,Administrator,Fall 2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,,
Pennsylvania,East Stroudsburg Area School District,Administrator,Fall 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Pennsylvania,Eastern Lancaster County School District,Administrator,October 2021,Banned from Libraries and Classrooms,"Green, Katie",Lighter than My Shadow,,,
Pennsylvania,Franklin Regional School District,Administrator,March 2022,Banned Pending Investigation,"Satrapi, Marjane",Persepolis: The Story of a Childhood,,,
Pennsylvania,Kutztown Area School District,Administrator,November 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Pennsylvania,North Penn School District,Administrator,September 2021,Banned from Libraries,"Evison, Jonathan",Lawn Boy,,,
Pennsylvania,North Penn School District,Administrator,September 2021,Banned from Libraries,"Johnson, George M.",All Boys Aren't Blue,,,
Pennsylvania,North Penn School District,Administrator,September 2021,Banned from Libraries,"Kobabe, Maia",Gender Queer: A Memoir,,,
Pennsylvania,Pennridge School District,Administrator,August 2021,Banned from Classrooms,"Johnson, Kim",This Is My America,,,
Pennsylvania,Pennridge School District,Administrator,December 2021,Banned from Libraries and Classrooms,"Newman, Lesléa",Heather Has Two Mommies,,"Cornell, Laura",
Pennsylvania,Pennridge School District,Administrator,August 2021,Banned from Classrooms,"Zoboi, Ibi",American Street,,,
Pennsylvania,Wissahickon,Administrator,October 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Rhode Island,Pawtucket School Department,Administrator,December 2021,Banned from Libraries and Classrooms,"Bechdel, Alison",Fun Home: A Family Tragicomic,,,
South Carolina,Fort Mill,Administrator,November 2021,Banned from Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,,
Tennessee,Blount County Schools,Formal Challenge,November 2021,Banned from Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl,,,
Tennessee,Blount County Schools,Formal Challenge,February 2022,Banned from Classrooms,"Yep, Laurence",Dragonwings,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Barrie, James Matthew",Peter Pan,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Benway, Robin",Far from the Tree,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Draper, Sharon M.",Blended,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Kemmerer, Brigid",More Than We Can Tell,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Myers, Walter Dean",Monster,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Picoult, Jodi",My Sister's Keeper,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Prager, Sarah","Queer, There and Everywhere: 23 People Who Changed the World",,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Rhodes, Jewell Parker",Ghost Boys,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Schwabach, Karen",The Hope Chest,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Thomas, Angie",On the Come Up,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,,
Tennessee,Hamilton County Schools,Administrator,Fall 2021,Banned Pending Investigation,"Yang, Kelly",Front Desk (Front Desk Series),,,
Tennessee,Mcminn County Schools,Administrator,January 2022,Banned from Classrooms,"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History,,,
Tennessee,Williamson County Schools,Formal Challenge,November 2021,Banned from Classrooms,"Creech, Sharon",Walk Two Moons,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Fleischman, Paul",Seedfolks,,"Pedersen, Judy",
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,"Emberley, Michael",
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Hutchinson, Shaun David",We Are the Ants,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Texas,Birdville,Formal Challenge,November 2021,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r",,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Rosen, L.C.",Jack of Hearts (and other parts),,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Steinbeck, John",Of Mice and Men,,,
Texas,Birdville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,,Jillian Tamaki,
Texas,Canutillo Independent School District,Administrator,October 2021,Banned from Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,,
Texas,Denton,Administrator,December 2021,Banned from Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Acevedo, Elizabeth",The Poet X,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,"Forney, Ellen",
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Atwood, Margaret",The Testaments,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Blume, Judy","Then Again, Maybe I Won't",,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Cart, Michael",Love & Sex: Ten Stories of Truth,"Bauer, Joan; Donoghue, Emma; Hawes, Louise; Nix, Garth; Sones, Sonya; Anderson, Laurie Halse; Lynch, Chris; Lowenthal, Michael; Stoehr, Shelly; Johnson, Angela",,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Chbosky, Stephen",The Perks of Being a Wallflower,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Cook, Trish",Notes from the Blender,"Halpin, Brendan",,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Dee, Barbara",Maybe He Just Likes You,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Green, John",Looking for Alaska,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Hopkins, Ellen",Crank (Crank Series),,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Kiely, Brendan",The Other Talk: Reckoning with Our White Privilege,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Knowles, Jo",Jumping Off Swings (Jumping Off Swings Series),,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Landau, Elaine",Date Violence (Life Balance),,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"McCormick, Patricia",Sold,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"McMann, Lisa",Fade (Wake Series),,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Mesrobian, Carrie",Perfectly Good White Boy,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Mesrobian, Carrie",Sex & Violence,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Myracle, Lauren",ttfn (Internet Girls Series),,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Myracle, Lauren",ttyl (Internet Girls Series),,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Newman, Lesléa",Jailbait,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Rivera, Gabby",Juliet Takes a Breath,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Rowell, Rainbow",Eleanor & Park,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Sanford, Doris",Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,,"Evans, Graci",
Texas,Fredericksburg ISD,Administrator,March 2022,Banned from Libraries and Classrooms,"Scheeres, Julia",Jesus Land: A Memoir,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,,Jillian Tamaki,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Verdi, Jessica",Follow Your Arrow,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Walls, Jeannette",The Glass Castle,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"World Book, Inc.",Understanding Sexuality,,,
Texas,Fredericksburg ISD,Administrator,March 2022,Banned Pending Investigation,"Young, Cathy",One Hot Second: Stories About Desire,"Armstrong, Jennifer; Wittlinger, Ellen; Woodson, Jacqueline; Dessen, Sarah; Donoghue, Emma; Garden, Nancy; Johnson, Angela; Martinez, Victor; Mazer, Norma Fox; Vail, Rachel; Wallace, Rich",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda (Simonverse Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Albertalli, Becky",The Upside of Unrequited (Simonverse Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Albertalli, Becky",What If It's Us (What If It's Us Series),"Silvera, Adam",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Altman, Linda Jacobs","Bioethics: Who Lives, Who Dies, And Who Decides?",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Anderson, Laurie Halse",Shout,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Armentrout, Jennifer L.",Meet Cute: Some People Are Destined to Meet,"Clayton, Dhonielle; Cotugno, Katie; Davies, Jocelyn; LaCour, Nina; Lord, Emery; McGee, Katharine; Morgan, Kass; Russo, Meredith; Shepard, Sara; Yoon, Nicola; Zoboi, Ibi; Murphy, Julie",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Bayron, Kalynn",Cinderella Is Dead,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Bell, William",Death Wind,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Benincasa, Sara",Great,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Bick, Ilsa J.",The Sin-Eater's Confession,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Bjorkman, Lauren",My Invented Life,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Blackall, Sophie",The Baby Tree,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Brooks, Kevin",Black Rabbit Summer,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Callender, Kacen",Felix Ever After,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Clare, Cassandra",The Red Scrolls of Magic,"Chu, Wesley",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Cohn, Rachel",Gingerbread (Cyd Charisse Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Cohn, Rachel",Naomi and Ely's No Kiss List,"Levithan, David",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Cook, Trish",Notes from the Blender,"Halpin, Brendan",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Cotugno, Katie",How to Love,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Coulthurst, Audrey",Of Fire and Stars (Of Fire and Stars Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Craft, Jerry",Class Act,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Craft, Jerry",New Kid,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Crutcher, Chris",Staying Fat for Sarah Byrnes,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Danforth, Emily M.",The Miseducation of Cameron Post,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries,"Dawson, Juno",This Book Is Gay,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"de Gramont, Nina",The Boy I Love,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"De Medeiros, James",The Migration North,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Dee, Barbara",Star-Crossed,,,
