State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s)
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Mead, Richelle",Vampire Academy (Vampire Academy Series),,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Medina, Meg",Yaqui Delgado Wants to Kick Your Ass,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Medina, Tony",I Am Alfonso Jones,,"Robinson, Stacey; Jennings, John",
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Miller, J. P.",Brave Leaders and Activists,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Mochizuki, Ken",Baseball Saved Us,,"Lee, Dom",
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Morrison, Toni",Beloved,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Morrison, Toni",The Bluest Eye,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Myers, Walter Dean",Monster,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r",,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Myracle, Lauren",The Infinite Moment of Us,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Nguyen, Trung Le",The Magic Fish,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"O'Brien, Tim",The Things They Carried,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Ostertag, Molly Knox",The Witch Boy (The Witch Boy Series),,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Pancholy, Maulik",The Best at It,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Paulsen, Gary",Sisters/Hermanas,,,"Andújar, Gloria de Aragón"
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Peters, Julie Anne",grl2grl,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Picoult, Jodi",My Sister's Keeper,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Picoult, Jodi",Nineteen Minutes,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Picoult, Jodi",The Tenth Circle,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Reed, Amy",The Nowhere Girls,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Reed, Christina Hammonds",The Black Kids,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Reynolds, Jason",All American Boys,"Kiely, Brendan",,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Reynolds, Jason","Stamped: Racism, Antiracism, and You","Kendi, Ibram X.",,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Rhodes, Jewell Parker",Ghost Boys,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Rodi, Robert",Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq),"Ross, Laura",,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Rodowsky, Colby",Lucy Peale,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Rowell, Rainbow",Eleanor & Park,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Saenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Sanchez, Alex",Bait,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Sanchez, Alex",Rainbow Boys (Rainbow Trilogy Series),,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Sebold, Alice",Lucky,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Sepetys, Ruta",Out of the Easy,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Sharenow, Robert",The Berlin Boxing Club,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Shaw, Susan",Safe,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Silvera, Adam",More Happy Than Not,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Sindu, S. J.",Marriage of a Thousand Lies,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Sones, Sonya",The Opposite of Innocent,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Sones, Sonya",What My Mother Doesn't Know (What My Mother Doesn't Know Series),,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Stassen, Jean-Philippe",Deogratias: A Tale of Rwanda,,,"Siegel, Alexis"
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Steinbeck, John",Of Mice and Men,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Stone, Nic",Dear Martin,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Stone, Nic",Odd One Out,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Stone, Tanya Lee",A Bad Boy Can Be Good for a Girl,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,,Jillian Tamaki,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Thomas, Aiden",Cemetery Boys,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Thomas, Rachael L.",#BlackLivesMatter: Protesting Racism,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Thompson, Craig",Blankets,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"von Ziegesar, Cecily",Gossip Girl: A Novel by Cecily von Ziegesar (Gossip Girl Series),,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Walden, Tillie",Spinning,,,
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Walker, Alice",The Color Purple,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Walls, Jeannette",The Glass Castle,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Walton, K. M.",Empty,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Whitcomb, Laura",A Certain Slant of Light,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries and Classrooms,"Wilson, Lakita",What Is Black Lives Matter? (What was...? Series),,"Copeland, Gregory",
Florida,Indian River County School,Administrator,November 2021,Banned Pending Investigation,"Witton, Hannah",Doing It!: Let's Talk About Sex,,,
Florida,Indian River County School,Administrator,November 2021,Banned from Libraries,"Zoboi, Ibi",Black Enough: Stories of Being Young & Black in America,,,
Florida,Orange County,Administrator,Fall 2021,Banned from Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,,
Florida,Pinellas County Schools,Administrator,Fall 2021,Banned from Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Gino, Alex",Melissa (George),,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Glines, Abbi",The Vincent Boys (The Vincent Boys Series),,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,"Emberley, Michael",
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Hopkins, Ellen",Tricks (Tricks Series),,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Jennings, Jazz",I am Jazz,"Herthel, Jessica","McNicholas, Shelagh",
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Katcher, Brian",Almost Perfect,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Levithan, David",Two Boys Kissing,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Morrison, Toni",Beloved,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Picoult, Jodi",Nineteen Minutes,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Silvera, Adam",More Happy Than Not,,,
Florida,Polk County Schools,Administrator,January 2022,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,"Forney, Ellen",
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries,"Atwood, Margaret",The Handmaid's Tale,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries,"Levithan, David",Two Boys Kissing,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Morrison, Toni",The Bluest Eye,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Myracle, Lauren",The Infinite Moment of Us,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Picoult, Jodi",Nineteen Minutes,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries and Classrooms,"Rivera, Gabby",Juliet Takes a Breath,,,
Georgia,Forsyth County Schools,Administrator,January 2022,Banned from Libraries,"Tamaki, Mariko",This One Summer,,Jillian Tamaki,
Georgia,Forsyth County Schools,Administrator,prior to 1/2022,Banned from Libraries and Classrooms,"Ukazu, Ngozi","#Hockey (Check, Please! Series)",,,
Illinois,Community High School District 117,Administrator,December 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Illinois,Lake Forest Schools,Administrator,Fall 2021,Banned from Libraries,"Kobabe, Maia",Gender Queer: A Memoir,,,
Illinois,Lake Forest Schools,Formal Challenge,Fall 2021,Banned from Libraries,"Vaughan, Brian K.","Saga, Volume 1 (Saga Series)",,"Staples, Fiona",
Illinois,ROWVA CSUD 208,Administrator,November 2021,Banned from Classrooms,"Thomas, Angie",The Hate U Give,,,
Indiana,Carmel Clay Schools,Administrator,July 2021,Banned Pending Investigation,"Finch, Michelle",Phoenix Goes to School: A Story to Support Transgender and Gender Diverse Children,"Finch, Phoenix","Davey, Sharon",
Indiana,Carmel Clay Schools,Administrator,July 2021,Banned from Libraries and Classrooms,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,"Emberley, Michael",
Indiana,Carmel Clay Schools,Administrator,July 2021,Banned from Libraries,"Hopkins, Ellen",Crank (Crank Series),,,
Indiana,Carmel Clay Schools,Administrator,July 2021,Banned from Libraries and Classrooms,"Lukoff, Kyle",Call Me Max (Max and Friends Series),,"Lozano, Luciano",
Indiana,Carmel Clay Schools,Administrator,July 2021,Banned from Libraries,"Myracle, Lauren","l8r, g8r",,,
Indiana,Carmel Clay Schools,Administrator,July 2021,Banned from Libraries,"Myracle, Lauren",The Infinite Moment of Us,,,
Indiana,Carmel Clay Schools,Administrator,July 2021,Banned from Libraries,"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",,,
Indiana,Hamilton Southeastern Schools,Administrator,Fall 2021,Banned from Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Benway, Robin",Far from the Tree,,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"King, A. S.",Everybody Sees the Ants,,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Levithan, David",Every Day (Every Day Series),,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Medina, Meg",Burn Baby Burn,,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Myracle, Lauren",The Infinite Moment of Us,,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Pérez, Ashley Hope",Out of Darkness,,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Reynolds, Jason",All American Boys,"Kiely, Brendan",,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Reynolds, Jason",All American Boys,"Kiely, Brendan",,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Rhodes-Courter, Ashley",Three Little Words: A Memoir,,,
Indiana,Middlebury Community Schools,Administrator,Fall 2021,Banned from Libraries,"Rhodes-Courter, Ashley",Three Little Words: A Memoir,,,
Iowa,Ankeny Community School District,Formal Challenge,November 2021,Banned from Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,,
Iowa,Waukee,Administrator,October 2021,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,,
Iowa,Waukee,Administrator,October 2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,,
Iowa,Waukee,Administrator,October 2021,Banned from Libraries,"Kobabe, Maia",Gender Queer: A Memoir,,,
Kansas,Derby Public Schools,Formal Challenge,Winter 2021,Banned from Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,"Forney, Ellen",
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,"Forney, Ellen",
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale The Graphic Novel,,"Nault, Renee",
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Atwood, Margaret",The Testaments,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Bertie, Alex",Trans Mission: My Quest to a Beard,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Chbosky, Stephen",The Perks of Being a Wallflower,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Dawson, Juno",This Book Is Gay,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Draper, Sharon M.",Blended,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Durrow, Heidi W.",The Girl Who Fell from the Sky,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Hopkins, Ellen",Crank (Crank Series),,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Laymon, Kiese",Heavy: An American Memoir,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"McNeil, Gretchen",#MurderTrending (MurderTrending Series),,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Oshiro, Mark",Anger Is a Gift: A Novel,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Roleff, Tamara L.",Satanism (At Issue),,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,,Jillian Tamaki,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,,
Kansas,Goddard Public Schools,Administrator,November 2021,Banned Pending Investigation,"Wilson, August",Fences,,,
Maryland,Wicomico County Schools,Administrator,February 2022,Banned from Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,,
Michigan,Hudsonville Public Schools,Formal Challenge,January 2022,Banned from Classrooms,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,,,
Michigan,Novi Community School District,Formal Challenge,January 2022,Banned from Libraries,"Evison, Jonathan",Lawn Boy,,,
Minnesota,Wayzata Public Schools,Administrator,January 2022,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,,
Missouri,Francis Howell,Formal Challenge,Fall 2021,Banned from Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",,,
Missouri,Lindbergh School District,Formal Challenge,October 2021,Banned from Libraries,"Dawson, Juno",This Book Is Gay,,,
Missouri,Monett R-1 School District,Administrator,December 2021,Banned from Classrooms,"Stone, Nic",Dear Martin,,,
Missouri,North Kansas City Schools,Formal Challenge,October 2021,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,,
Missouri,North Kansas City Schools,Formal Challenge,October 2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,,
Missouri,Rockwood,Formal Challenge,October 2021,Banned Pending Investigation,"Johnson, Cathy G.",The Breakaways,,,
Missouri,Rockwood,Formal Challenge,October 2021,Banned Pending Investigation,"McGinnis, Mindy",Heroine,,,
Missouri,Wentzville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Ansari, Aziz",Modern Romance: An Investigation,"Klinenberg, Eric",,
Missouri,Wentzville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,,
Missouri,Wentzville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,,
Missouri,Wentzville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Jewell, Lisa",Invisible Girl: A Novel,,,
Missouri,Wentzville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,,
Missouri,Wentzville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Laymon, Kiese",Heavy: An American Memoir,,,
Missouri,Wentzville,Formal Challenge,January 2022,Banned from Libraries and Classrooms,"Morrison, Toni",The Bluest Eye,,,
Missouri,Wentzville,Formal Challenge,Fall 2021,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces",,,
New Jersey,Lower Township Elementary,Formal Challenge,February 2022,Banned Pending Investigation,"Volponi, Paul",Black and White,,,
New Jersey,Sparta Township Public Schools,Administrator,September 2021,Banned from Classrooms,"Rhodes, Jewell Parker",Ghost Boys,,,
New Jersey,Westfield,Formal Challenge,Fall 2021,Banned from Libraries,"Madison, Megan",Our Skin: A First Conversation About Race,"Ralli, Jessica","Roxas, Isabel",
New York,Marlboro Central School District,Administrator,February 2022,Banned from Libraries and Classrooms,"Acevedo, Elizabeth",The Poet X,,,
New York,Marlboro Central School District,Administrator,February 2022,Banned from Libraries and Classrooms,"Stone, Nic",Dear Martin,,,
New York,Wappingers Central School District,Formal Challenge,March 2022,Banned from Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Green, John",Looking for Alaska,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Rosen, L.C.",Jack of Hearts (and other parts),,,
New York,Yorktown Central School District,Formal Challenge,January 2022,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,,
North Carolina,Haywood County Schools,Administrator,January 2022,Banned from Classrooms,"Stone, Nic",Dear Martin,,,
North Carolina,Pitt County Schools,Administrator,Fall 2021,Banned from Classrooms,"Draper, Sharon M.",Darkness Before Dawn,,,
North Carolina,Pitt County Schools,Administrator,Fall 2021,Banned from Classrooms,"Draper, Sharon M.",Forged By Fire,,,
North Carolina,Pitt County Schools,Administrator,Fall 2021,Banned from Classrooms,"Lee, Harper",To Kill a Mockingbird,,,
North Carolina,Pitt County Schools,Formal Challenge,Fall 2021,Banned from Classrooms,"Reynolds, Jason",All American Boys,"Kiely, Brendan",,
North Carolina,Pitt County Schools,Administrator,Fall 2021,Banned from Classrooms,"Wiesel, Elie",Night,,,"Wiesel, Marion"
Ohio,Hudson,Administrator,September 2021,Banned from Libraries and Classrooms,"Asano, Inio",A Girl on the Shore,,,
Ohio,Hudson,Administrator,September 2021,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,,
Ohio,Hudson,Administrator,September 2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,,
Ohio,Hudson,Administrator,September 2021,Banned from Classrooms,San Francisco Writers' Grotto,642 Things to Write About,,,
